,Regression
0,71.23072736747895
1,71.8077694781484
2,72.38481158881784
3,72.96185369948729
4,73.53889581015676
5,74.11593792082621
6,74.69298003149568
7,75.2700221421651
8,75.84706425283456
9,76.42410636350402
10,77.00114847417345
11,77.57819058484291
12,78.15523269551237
13,78.7322748061818
14,79.30931691685126
15,79.88635902752073
16,80.46340113819018
17,81.04044324885963
18,81.61748535952907
19,82.19452747019852
20,82.77156958086799
21,83.34861169153744
22,83.92565380220688
23,84.50269591287633
24,85.0797380235458
25,85.65678013421523
26,86.23382224488468
27,86.81086435555414
28,87.3879064662236
29,87.96494857689305
30,88.5419906875625
31,89.11903279823194
32,89.69607490890141
33,90.27311701957085
34,90.85015913024029
35,91.42720124090977
36,92.0042433515792
37,92.58128546224864
38,93.15832757291813
39,93.73536968358756
40,94.31241179425699
41,94.88945390492646
42,95.46649601559591
43,96.04353812626536
44,96.6205802369348
45,97.19762234760428
46,97.77466445827372
47,98.35170656894316
48,98.92874867961262
49,99.50579079028208
50,100.08283290095152
51,100.65987501162098
52,101.23691712229044
53,101.81395923295987
54,102.3910013436293
55,102.96804345429878
56,103.54508556496825
57,104.12212767563769
58,104.69916978630714
59,105.27621189697659
60,105.85325400764604
61,106.43029611831551
62,107.00733822898493
63,107.5843803396544
64,108.16142245032385
65,108.7384645609933
66,109.31550667166277
67,109.89254878233221
68,110.46959089300164
69,111.04663300367109
70,111.62367511434056
71,112.20071722501
72,112.77775933567945
73,113.35480144634892
74,113.93184355701835
75,114.50888566768782
76,115.08592777835727
77,115.66296988902671
78,116.24001199969618
79,116.81705411036562
80,117.39409622103508
81,117.97113833170452
82,118.54818044237398
83,119.12522255304344
84,119.70226466371288
85,120.2793067743823
86,120.85634888505176
87,121.43339099572123
88,122.01043310639069
89,122.58747521706013
90,123.16451732772958
91,123.74155943839905
92,124.31860154906849
93,124.89564365973793
94,125.47268577040741
95,126.04972788107685
96,126.62676999174629
97,127.20381210241577
98,127.78085421308519
99,128.35789632375466
100,128.93493843442408
101,129.51198054509356
102,130.08902265576302
103,130.66606476643244
104,131.24310687710192
105,131.82014898777135
106,132.39719109844083
107,132.97423320911025
108,133.5512753197797
109,134.12831743044916
110,134.7053595411186
111,135.28240165178806
112,135.85944376245752
113,136.43648587312694
114,137.01352798379642
115,137.59057009446587
116,138.1676122051353
117,138.74465431580478
118,139.32169642647423
119,139.89873853714371
120,140.47578064781314
121,141.0528227584826
122,141.62986486915204
123,142.2069069798215
124,142.78394909049092
125,143.3609912011604
126,143.93803331182986
127,144.5150754224993
128,145.0921175331687
129,145.66915964383819
130,146.2462017545076
131,146.82324386517712
132,147.40028597584654
133,147.97732808651602
134,148.55437019718545
135,149.1314123078549
136,149.70845441852438
137,150.2854965291938
138,150.86253863986323
139,151.43958075053268
140,152.01662286120217
141,152.59366497187162
142,153.17070708254107
143,153.74774919321052
144,154.32479130387998
145,154.90183341454946
146,155.47887552521888
147,156.0559176358883
148,156.63295974655782
149,157.21000185722718
150,157.7870439678967
151,158.36408607856612
152,158.9411281892356
153,159.51817029990502
154,160.0952124105745
155,160.67225452124393
156,161.2492966319134
157,161.82633874258283
158,162.40338085325232
159,162.98042296392177
160,163.5574650745912
161,164.13450718526062
162,164.7115492959301
163,165.28859140659955
164,165.865633517269
165,166.44267562793846
166,167.0197177386079
167,167.5967598492774
168,168.17380195994681
169,168.7508440706163
170,169.3278861812857
171,169.90492829195514
172,170.4819704026246
173,171.05901251329408
174,171.6360546239635
175,172.21309673463296
176,172.79013884530238
177,173.36718095597192
178,173.9442230666413
179,174.52126517731082
180,175.09830728798022
181,175.67534939864967
182,176.25239150931912
183,176.8294336199886
184,177.40647573065803
185,177.98351784132748
186,178.56055995199696
187,179.1376020626664
188,179.71464417333584
189,180.29168628400532
190,180.86872839467475
191,181.4457705053442
192,182.02281261601365
193,182.59985472668308
194,183.17689683735256
195,183.753938948022
196,184.33098105869144
197,184.90802316936092
198,185.4850652800304
199,186.0621073906998
200,186.63914950136927
201,187.2161916120387
202,187.79323372270818
203,188.3702758333776
204,188.947317944047
205,189.52436005471648
206,190.10140216538602
207,190.67844427605544
208,191.2554863867249
209,191.8325284973943
210,192.40957060806375
211,192.98661271873326
212,193.5636548294027
213,194.14069694007213
214,194.71773905074159
215,195.294781161411
216,195.87182327208046
217,196.44886538274997
218,197.02590749341937
219,197.60294960408885
220,198.17999171475827
221,198.7570338254277
222,199.33407593609718
223,199.91111804676663
224,200.4881601574361
225,201.06520226810554
226,201.642244378775
227,202.2192864894444
228,202.7963286001139
229,203.37337071078332
230,203.95041282145283
231,204.52745493212228
232,205.10449704279168
233,205.6815391534612
234,206.25858126413058
235,206.83562337480012
236,207.41266548546952
237,207.98970759613894
238,208.5667497068084
239,209.14379181747788
240,209.72083392814733
241,210.29787603881678
242,210.87491814948623
243,211.4519602601557
244,212.02900237082517
245,212.60604448149456
246,213.183086592164
247,213.76012870283347
248,214.3371708135029
249,214.9142129241724
250,215.49125503484186
251,216.06829714551128
252,216.64533925618076
253,217.22238136685021
254,217.7994234775196
255,218.3764655881891
256,218.95350769885852
257,219.530549809528
258,220.10759192019745
259,220.6846340308669
260,221.2616761415364
261,221.8387182522058
262,222.4157603628753
263,222.99280247354469
264,223.56984458421417
265,224.14688669488356
266,224.7239288055531
267,225.30097091622247
268,225.87801302689198
269,226.45505513756143
270,227.03209724823085
271,227.6091393589003
272,228.18618146956973
273,228.76322358023918
274,229.3402656909087
275,229.9173078015781
276,230.49434991224757
277,231.07139202291702
278,231.64843413358648
279,232.225476244256
280,232.80251835492538
281,233.37956046559484
282,233.95660257626432
283,234.5336446869337
284,235.1106867976032
285,235.68772890827262
286,236.2647710189421
287,236.84181312961155
288,237.418855240281
289,237.99589735095046
290,238.5729394616199
291,239.1499815722893
292,239.7270236829588
293,240.30406579362824
294,240.88110790429766
295,241.45815001496715
296,242.0351921256366
297,242.61223423630605
298,243.1892763469755
299,243.76631845764496
300,244.3433605683144
301,244.92040267898383
302,245.4974447896533
303,246.0744869003228
304,246.65152901099225
305,247.22857112166167
306,247.80561323233115
307,248.38265534300055
308,248.95969745367003
309,249.53673956433948
310,250.11378167500888
311,250.69082378567842
312,251.26786589634784
313,251.84490800701732
314,252.42195011768678
315,252.99899222835617
316,253.57603433902563
317,254.15307644969508
318,254.73011856036453
319,255.307160671034
320,255.88420278170346
